date,away,away_score,home_score,home
2019/4/17,LG,4,2,NC
2019/4/17,한화,8,5,KT
2019/4/17,키움,5,3,삼성
2019/4/18,KIA,9,10,롯데
2019/4/18,SK,4,3,두산
2019/4/18,LG,6,1,NC
2019/4/18,한화,5,6,KT
2019/4/18,키움,4,5,삼성
2019/4/19,삼성,3,4,한화
2019/4/19,KT,6,5,롯데
2019/4/19,NC,14,11,SK
2019/4/19,키움,13,3,LG
2019/4/19,두산,8,6,KIA
2019/4/20,삼성,5,12,한화
2019/4/20,KT,4,5,롯데
2019/4/20,NC,4,10,SK
2019/4/20,키움,7,3,LG
2019/4/20,두산,10,1,KIA
2019/4/21,삼성,16,0,한화
2019/4/21,KT,6,3,롯데
2019/4/21,NC,1,4,SK
2019/4/21,키움,3,5,LG
2019/4/21,두산,9,2,KIA
2019/4/23,두산,9,3,키움
2019/4/23,KIA,2,9,LG
2019/4/23,NC,4,3,KT
2019/4/24,두산,3,8,키움
2019/4/24,롯데,4,5,한화
2019/4/24,SK,9,8,삼성
2019/4/24,KIA,3,10,LG
2019/4/24,NC,10,2,KT
2019/4/25,두산,6,9,키움
2019/4/25,SK,4,3,삼성
2019/4/26,KIA,4,8,키움
2019/4/26,롯데,8,11,두산
2019/4/26,SK,2,0,KT
2019/4/27,KIA,6,4,키움
2019/4/27,LG,8,0,삼성
2019/4/27,롯데,0,7,두산
2019/4/27,한화,1,15,NC
2019/4/27,SK,2,1,KT
2019/4/28,KIA,5,13,키움
2019/4/28,LG,2,1,삼성
2019/4/28,롯데,2,9,두산
2019/4/28,한화,4,10,NC
2019/4/28,SK,3,0,KT
2019/4/30,두산,1,2,한화
2019/4/30,NC,1,6,롯데
2019/4/30,키움,15,5,SK
2019/4/30,KT,9,10,LG
2019/4/30,삼성,0,8,KIA
2019/5/1,두산,1,4,한화
2019/5/1,NC,9,5,롯데
2019/5/1,키움,0,2,SK
2019/5/1,KT,2,3,LG
2019/5/1,삼성,10,2,KIA
2019/5/2,두산,5,4,한화
2019/5/2,NC,7,6,롯데
2019/5/2,키움,10,8,SK
2019/5/2,KT,4,5,LG
2019/5/2,삼성,1,8,KIA
2019/5/3,삼성,3,8,키움
2019/5/3,KT,5,4,한화
2019/5/3,SK,11,7,롯데
2019/5/3,LG,2,7,두산
2019/5/3,KIA,8,4,NC
2019/5/4,삼성,3,1,키움
2019/5/4,SK,10,4,롯데
2019/5/4,LG,2,3,두산
2019/5/4,KT,9,10,한화
2019/5/4,KIA,1,4,NC
2019/5/5,삼성,2,12,키움
2019/5/5,KT,4,6,한화
2019/5/5,SK,4,3,롯데
2019/5/5,LG,2,11,두산
2019/5/5,KIA,3,10,NC
2019/5/7,LG,12,10,키움
2019/5/7,NC,3,6,삼성
2019/5/7,한화,2,11,SK
2019/5/7,KIA,3,4,두산
2019/5/7,롯데,2,7,KT
2019/5/8,LG,0,6,키움
2019/5/8,NC,0,2,삼성
2019/5/8,한화,2,17,SK
2019/5/8,KIA,0,1,두산
2019/5/8,롯데,4,5,KT
2019/5/9,LG,1,2,키움
2019/5/9,NC,4,6,삼성
2019/5/9,한화,6,1,SK
2019/5/9,KIA,5,3,두산
2019/5/9,롯데,13,6,KT
2019/5/10,롯데,12,5,삼성
2019/5/10,한화,5,2,LG
2019/5/10,SK,4,1,KIA
2019/5/10,키움,6,7,KT
2019/5/10,두산,11,12,NC
2019/5/11,롯데,2,9,삼성
2019/5/11,한화,4,6,LG
2019/5/11,두산,12,0,NC
2019/5/11,SK,10,3,KIA
2019/5/11,키움,6,2,KT
2019/5/12,롯데,10,9,삼성
2019/5/12,한화,0,2,LG
2019/5/12,두산,3,2,NC
2019/5/12,SK,4,3,KIA
2019/5/12,키움,3,9,KT
2019/5/14,키움,3,7,한화
2019/5/14,LG,0,4,롯데
2019/5/14,삼성,4,3,두산
2019/5/14,SK,2,8,NC
2019/5/14,KT,6,1,KIA
2019/5/15,키움,4,5,한화
2019/5/15,LG,4,8,롯데
2019/5/15,삼성,1,3,두산
2019/5/15,SK,7,3,NC
2019/5/15,KT,7,4,KIA
2019/5/16,키움,6,15,한화
2019/5/16,LG,3,2,롯데
2019/5/16,삼성,1,4,두산
2019/5/16,SK,2,5,NC
2019/5/16,KT,6,3,KIA
2019/5/17,롯데,0,7,키움
2019/5/17,KIA,5,2,한화
2019/5/17,두산,3,1,SK
2019/5/17,NC,13,2,LG
2019/5/17,삼성,14,3,KT
2019/5/18,롯데,1,13,키움
2019/5/18,KIA,2,5,한화
2019/5/18,두산,10,5,SK
2019/5/18,NC,9,3,LG
2019/5/18,삼성,0,2,KT
2019/5/19,롯데,3,9,키움
2019/5/19,KIA,5,0,한화
2019/5/21,NC,3,1,키움
2019/5/21,한화,3,9,삼성
2019/5/21,SK,4,2,LG
2019/5/21,롯데,6,10,KIA
2019/5/21,두산,7,12,KT
2019/5/22,NC,2,4,키움
2019/5/22,한화,5,6,삼성
2019/5/22,SK,2,0,LG
2019/5/22,롯데,5,6,KIA
2019/5/22,두산,1,3,KT
2019/5/23,NC,4,2,키움
2019/5/23,한화,1,2,삼성
2019/5/23,SK,1,2,LG
2019/5/23,롯데,1,3,KIA
2019/5/23,두산,2,3,KT
2019/5/24,키움,10,5,삼성
2019/5/24,LG,5,8,롯데
2019/5/24,한화,4,3,두산
2019/5/24,KT,5,7,KIA
2019/5/24,SK,4,2,NC
2019/5/25,키움,9,10,삼성
2019/5/25,LG,6,5,롯데
2019/5/25,한화,4,7,두산
2019/5/25,SK,7,10,NC
2019/5/25,KT,3,10,KIA
2019/5/26,키움,3,4,삼성
2019/5/26,LG,11,2,롯데
2019/5/26,한화,1,2,두산
2019/5/26,SK,2,1,NC
2019/5/26,KT,5,17,KIA
2019/5/28,LG,0,5,키움
2019/5/28,KIA,0,2,한화
2019/5/28,KT,0,1,SK
2019/5/28,삼성,1,4,두산
2019/5/28,롯데,9,4,NC
2019/5/29,LG,4,2,키움
2019/5/29,KIA,3,1,한화
2019/5/29,KT,8,6,SK
2019/5/29,삼성,2,3,두산
2019/5/29,롯데,6,8,NC
2019/5/30,LG,6,3,키움
2019/5/30,KIA,3,2,한화
2019/5/30,KT,2,3,SK
2019/5/30,삼성,2,1,두산
2019/5/30,롯데,10,2,NC
2019/5/31,삼성,1,6,롯데
2019/5/31,한화,1,2,SK
2019/5/31,NC,2,3,LG
2019/5/31,키움,2,3,KIA
2019/5/31,두산,2,3,KT
2019/6/1,삼성,2,5,롯데
2019/6/1,한화,6,0,SK
2019/6/1,NC,1,5,LG
2019/6/1,키움,4,0,KIA
2019/6/1,두산,3,13,KT
2019/6/2,삼성,8,3,롯데
2019/6/2,한화,2,5,SK
2019/6/2,NC,4,1,LG
2019/6/2,키움,6,5,KIA
2019/6/2,두산,7,4,KT
2019/6/4,SK,2,1,키움
2019/6/4,NC,1,3,삼성
2019/6/4,한화,2,3,롯데
2019/6/4,KT,4,8,LG
2019/6/4,두산,7,2,KIA
2019/6/5,SK,6,2,키움
2019/6/5,NC,3,4,삼성
2019/6/5,한화,6,3,롯데
2019/6/5,KT,2,9,LG
2019/6/5,두산,5,4,KIA
2019/6/6,한화,4,3,롯데
2019/6/6,KT,7,8,LG
2019/6/6,두산,3,12,KIA
2019/6/6,SK,2,6,키움
2019/6/6,NC,0,6,삼성
2019/6/7,LG,2,3,한화
2019/6/7,삼성,2,4,SK
2019/6/7,키움,1,7,두산
2019/6/7,롯데,1,2,KT
2019/6/7,KIA,1,2,NC
2019/6/8,LG,3,2,한화
2019/6/8,삼성,0,8,SK
2019/6/8,키움,5,4,두산
2019/6/8,KIA,4,5,NC
2019/6/8,롯데,2,6,KT
2019/6/9,LG,3,1,한화
2019/6/9,삼성,9,0,SK
2019/6/9,키움,4,0,두산
2019/6/9,KIA,3,4,NC
2019/6/9,롯데,0,2,KT
2019/6/11,두산,1,4,한화
2019/6/11,롯데,1,1,LG
2019/6/11,키움,9,8,NC
2019/6/11,삼성,1,7,KIA
2019/6/11,SK,13,1,KT
2019/6/12,두산,9,6,한화
2019/6/12,롯데,3,4,LG
2019/6/12,키움,5,4,NC
2019/6/12,삼성,3,7,KIA
2019/6/12,SK,6,3,KT
2019/6/13,두산,7,2,한화
2019/6/13,롯데,3,4,LG
2019/6/13,키움,1,3,NC
2019/6/13,삼성,2,3,KIA
2019/6/13,SK,1,5,KT
2019/6/14,한화,7,8,키움
2019/6/14,KT,4,7,삼성
2019/6/14,NC,3,7,SK
2019/6/14,LG,4,7,두산
2019/6/15,한화,3,8,키움
2019/6/15,KT,10,7,삼성
2019/6/15,KIA,0,7,롯데
2019/6/15,NC,0,4,SK
2019/6/15,LG,4,3,두산
2019/6/16,한화,6,9,키움
2019/6/16,KT,3,1,삼성
2019/6/16,KIA,5,10,롯데
2019/6/16,NC,2,9,SK
2019/6/16,LG,3,5,두산
2019/6/18,KT,2,3,키움
2019/6/18,롯데,11,3,한화
2019/6/18,LG,5,12,삼성
2019/6/18,NC,7,10,두산
2019/6/18,SK,2,4,KIA
2019/6/19,KT,2,8,키움
2019/6/19,롯데,7,5,한화
2019/6/19,LG,9,6,삼성
2019/6/19,NC,0,1,두산
2019/6/19,SK,7,1,KIA
2019/6/20,KT,1,3,키움
2019/6/20,롯데,7,10,한화
2019/6/20,LG,11,3,삼성
2019/6/20,NC,2,14,두산
2019/6/20,SK,5,8,KIA
2019/6/21,삼성,5,2,한화
2019/6/21,두산,1,14,SK
2019/6/21,KIA,8,9,LG
2019/6/21,NC,0,5,KT
2019/6/21,키움,7,4,롯데
2019/6/22,삼성,0,5,한화
2019/6/22,키움,1,4,롯데
2019/6/22,두산,0,3,SK
2019/6/22,KIA,3,2,LG
2019/6/22,NC,7,6,KT
2019/6/23,삼성,10,5,한화
2019/6/23,키움,1,2,롯데
2019/6/23,두산,2,3,SK
2019/6/23,KIA,7,0,LG
2019/6/23,NC,2,4,KT
2019/6/25,KIA,3,7,키움
2019/6/25,KT,8,8,롯데
2019/6/25,SK,8,3,LG
2019/6/25,한화,14,3,NC
2019/6/25,두산,2,11,삼성
2019/6/26,KIA,13,6,키움
2019/6/26,SK,7,4,LG
2019/6/27,KIA,2,8,키움
2019/6/27,KT,10,2,롯데
2019/6/27,SK,4,6,LG
2019/6/27,한화,5,10,NC
2019/6/27,두산,9,1,삼성
2019/6/28,키움,6,5,한화
2019/6/28,SK,3,9,삼성
2019/6/28,롯데,2,3,두산
2019/6/28,KIA,1,9,KT
2019/6/28,LG,6,2,NC
2019/6/29,롯데,4,0,두산
2019/6/29,KIA,3,5,KT
2019/6/30,키움,6,4,한화
2019/6/30,SK,14,7,삼성
2019/6/30,롯데,4,0,두산
2019/6/30,LG,1,9,NC
2019/6/30,KIA,3,4,KT
2019/7/2,두산,3,6,키움
2019/7/2,롯데,1,10,SK
2019/7/2,한화,2,9,LG
2019/7/2,NC,3,5,KIA
2019/7/2,삼성,3,5,KT
2019/7/3,두산,3,1,키움
2019/7/3,롯데,5,8,SK
2019/7/3,한화,1,6,LG
2019/7/3,NC,8,4,KIA
2019/7/3,삼성,0,3,KT
2019/7/4,두산,4,1,키움
2019/7/4,롯데,7,9,SK
2019/7/4,한화,3,4,LG
2019/7/4,NC,9,3,KIA
2019/7/4,삼성,3,5,KT
2019/7/5,롯데,1,14,키움
2019/7/5,KT,10,3,한화
2019/7/5,SK,8,6,두산
2019/7/5,LG,1,6,KIA
2019/7/5,삼성,3,7,NC
2019/7/6,롯데,4,6,키움
2019/7/6,KT,8,9,한화
2019/7/6,SK,4,2,두산
2019/7/6,삼성,2,2,NC
2019/7/6,LG,0,7,KIA
2019/7/7,롯데,2,5,키움
2019/7/7,KT,4,3,한화
2019/7/7,SK,4,5,두산
2019/7/7,삼성,4,2,NC
2019/7/7,LG,10,9,KIA
2019/7/9,SK,0,1,한화
2019/7/9,KIA,2,3,삼성
2019/7/9,NC,1,4,롯데
2019/7/9,두산,11,4,LG
2019/7/9,키움,12,3,KT
2019/7/11,SK,5,1,한화
2019/7/11,KIA,2,4,삼성
2019/7/11,NC,4,0,롯데
2019/7/11,두산,8,4,LG
2019/7/11,키움,4,2,KT
2019/7/12,키움,6,2,SK
2019/7/12,삼성,6,3,LG
2019/7/12,한화,0,5,KIA
2019/7/12,두산,1,2,롯데
2019/7/12,KT,8,9,NC
2019/7/13,두산,4,3,롯데
2019/7/13,키움,2,4,SK
2019/7/13,삼성,3,5,LG
2019/7/13,KT,13,3,NC
2019/7/13,한화,10,5,KIA
2019/7/14,두산,8,2,롯데
2019/7/14,키움,3,4,SK
2019/7/14,삼성,0,2,LG
2019/7/14,KT,4,1,NC
2019/7/14,한화,7,10,KIA
2019/7/16,삼성,0,6,키움
2019/7/16,LG,4,10,SK
2019/7/16,KT,7,2,두산
2019/7/16,NC,3,2,한화
2019/7/17,삼성,6,10,키움
2019/7/17,LG,2,8,SK
2019/7/17,KT,6,4,두산
2019/7/17,롯데,1,3,KIA
2019/7/17,NC,14,1,한화
2019/7/18,삼성,1,5,키움
2019/7/18,LG,12,5,SK
2019/7/18,KT,7,4,두산
2019/7/18,롯데,6,3,KIA
2019/7/18,NC,7,4,한화
2019/7/26,NC,4,5,키움
2019/7/26,한화,8,9,삼성
2019/7/26,SK,8,6,롯데
2019/7/27,NC,1,4,키움
2019/7/27,한화,6,7,삼성
2019/7/27,SK,4,0,롯데
2019/7/27,KIA,1,12,두산
2019/7/27,LG,5,2,KT
2019/7/28,NC,11,0,키움
2019/7/28,한화,6,13,삼성
2019/7/28,SK,3,0,롯데
2019/7/28,LG,10,1,KT
2019/7/30,롯데,2,5,삼성
2019/7/30,KIA,2,0,SK
2019/7/30,키움,4,2,LG
2019/7/30,두산,9,1,NC
2019/7/30,한화,2,3,KT
2019/7/31,롯데,8,4,삼성
2019/7/31,KIA,6,2,SK
2019/7/31,키움,8,0,LG
2019/7/31,두산,4,8,NC
2019/7/31,한화,5,2,KT
2019/8/1,롯데,9,4,삼성
2019/8/1,KIA,1,10,SK
2019/8/1,키움,5,11,LG
2019/8/1,두산,3,2,NC
2019/8/1,한화,3,1,KT
2019/8/3,KT,7,1,키움
2019/8/3,SK,3,0,한화
2019/8/3,두산,1,2,롯데
2019/8/3,삼성,10,13,LG
2019/8/3,NC,1,5,KIA
2019/8/4,KT,5,3,키움
2019/8/4,SK,2,8,한화
2019/8/4,삼성,2,1,LG
2019/8/4,NC,0,1,KIA
2019/8/4,두산,4,9,롯데
2019/8/6,KT,3,0,SK
2019/8/6,한화,3,8,두산
2019/8/6,LG,17,4,KIA
2019/8/7,키움,16,4,롯데
2019/8/7,KT,2,5,SK
2019/8/7,한화,7,5,두산
2019/8/7,삼성,1,2,NC
2019/8/7,LG,5,10,KIA
2019/8/8,SK,6,1,키움
2019/8/8,롯데,8,0,삼성
2019/8/8,KT,2,7,두산
2019/8/8,LG,2,13,NC
2019/8/8,한화,2,5,KIA
2019/8/9,SK,4,5,키움
2019/8/9,롯데,6,3,삼성
2019/8/9,KT,1,3,두산
2019/8/9,한화,4,10,KIA
2019/8/9,LG,5,2,NC
2019/8/10,두산,2,10,키움
2019/8/10,KIA,7,2,삼성
2019/8/10,SK,2,0,LG
2019/8/10,롯데,4,7,NC
2019/8/10,한화,4,5,KT
2019/8/11,두산,12,7,키움
2019/8/11,KIA,4,5,삼성
2019/8/11,SK,3,4,LG
2019/8/11,롯데,1,9,NC
2019/8/11,한화,6,4,KT
2019/8/13,NC,10,2,한화
2019/8/13,KT,5,6,롯데
2019/8/13,삼성,1,4,SK
2019/8/13,키움,7,8,LG
2019/8/13,두산,5,2,KIA
2019/8/14,NC,3,9,한화
2019/8/14,KT,6,0,롯데
2019/8/14,키움,14,0,LG
2019/8/14,두산,1,4,KIA
2019/8/15,NC,3,4,삼성
2019/8/15,SK,7,6,KIA
2019/8/15,한화,5,11,롯데
2019/8/16,NC,4,6,삼성
2019/8/16,한화,2,1,롯데
2019/8/16,LG,4,7,두산
2019/8/16,SK,0,1,KIA
2019/8/16,삼성,1,9,KT
2019/8/17,한화,8,4,키움
2019/8/17,LG,2,7,삼성
2019/8/17,롯데,2,9,두산
2019/8/17,SK,0,9,NC
2019/8/17,KT,4,3,KIA
2019/8/18,한화,5,4,키움
2019/8/18,LG,8,1,삼성
2019/8/18,롯데,3,11,두산
2019/8/18,SK,4,7,NC
2019/8/18,KT,2,1,KIA
2019/8/20,삼성,-1,-1,한화
2019/8/20,롯데,-1,-1,SK
2019/8/20,KIA,-1,-1,LG
2019/8/20,두산,-1,-1,NC
2019/8/20,키움,-1,-1,KT
2019/8/21,삼성,-1,-1,한화
2019/8/21,롯데,-1,-1,SK
2019/8/21,KIA,-1,-1,LG
2019/8/21,두산,-1,-1,NC
2019/8/21,키움,-1,-1,KT
2019/8/22,KIA,-1,-1,키움
2019/8/22,두산,-1,-1,삼성
2019/8/22,한화,-1,-1,SK
2019/8/22,NC,-1,-1,LG
2019/8/22,롯데,-1,-1,KT
2019/8/23,KIA,-1,-1,키움
2019/8/23,두산,-1,-1,삼성
2019/8/23,한화,-1,-1,SK
2019/8/23,NC,-1,-1,LG
2019/8/23,롯데,-1,-1,KT
2019/8/24,두산,-1,-1,한화
2019/8/24,키움,-1,-1,삼성
2019/8/24,NC,-1,-1,롯데
2019/8/24,KIA,-1,-1,SK
2019/8/24,KT,-1,-1,LG
2019/8/25,두산,-1,-1,한화
2019/8/25,키움,-1,-1,삼성
2019/8/25,NC,-1,-1,롯데
2019/8/25,KIA,-1,-1,SK
2019/8/25,KT,-1,-1,LG
2019/8/27,LG,-1,-1,롯데
2019/8/27,SK,-1,-1,두산
2019/8/27,KT,-1,-1,NC
2019/8/27,삼성,-1,-1,KIA
2019/8/27,키움,-1,-1,한화
2019/8/28,LG,-1,-1,롯데
2019/8/28,SK,-1,-1,두산
2019/8/28,KT,-1,-1,NC
2019/8/28,삼성,-1,-1,KIA
2019/8/28,키움,-1,-1,한화
2019/8/29,롯데,-1,-1,키움
2019/8/29,SK,-1,-1,삼성
2019/8/29,한화,-1,-1,LG
2019/8/29,KIA,-1,-1,NC
2019/8/29,두산,-1,-1,KT
2019/8/30,롯데,-1,-1,키움
2019/8/30,SK,-1,-1,삼성
2019/8/30,한화,-1,-1,LG
2019/8/30,KIA,-1,-1,NC
2019/8/30,두산,-1,-1,KT
2019/8/31,KT,-1,-1,한화
2019/8/31,LG,-1,-1,SK
2019/8/31,삼성,-1,-1,두산
2019/8/31,키움,-1,-1,NC
2019/8/31,롯데,-1,-1,KIA
2019/9/1,KT,-1,-1,한화
2019/9/1,LG,-1,-1,SK
2019/9/1,삼성,-1,-1,두산
2019/9/1,키움,-1,-1,NC
2019/9/1,롯데,-1,-1,KIA
2019/9/3,KIA,-1,-1,한화
2019/9/3,삼성,-1,-1,롯데
2019/9/3,NC,-1,-1,SK
2019/9/3,키움,-1,-1,두산
2019/9/3,LG,-1,-1,KT
2019/9/4,KIA,-1,-1,한화
2019/9/4,삼성,-1,-1,롯데
2019/9/4,NC,-1,-1,SK
2019/9/4,키움,-1,-1,두산
2019/9/4,LG,-1,-1,KT
2019/9/5,삼성,-1,-1,키움
2019/9/5,두산,-1,-1,SK
2019/9/5,롯데,-1,-1,LG
2019/9/5,한화,-1,-1,NC
2019/9/5,KIA,-1,-1,KT
2019/9/6,삼성,-1,-1,키움
2019/9/6,두산,-1,-1,SK
2019/9/6,롯데,-1,-1,LG
2019/9/6,한화,-1,-1,NC
2019/9/6,KIA,-1,-1,KT
2019/9/7,롯데,-1,-1,한화
2019/9/7,NC,-1,-1,삼성
2019/9/7,두산,-1,-1,LG
2019/9/7,키움,-1,-1,KIA
2019/9/7,SK,-1,-1,KT
2019/9/8,롯데,-1,-1,한화
2019/9/8,NC,-1,-1,삼성
2019/9/8,두산,-1,-1,LG
2019/9/8,키움,-1,-1,KIA
2019/9/8,SK,-1,-1,KT
2019/9/10,KT,-1,-1,삼성
2019/9/10,KIA,-1,-1,롯데
2019/9/10,키움,-1,-1,SK
2019/9/10,NC,-1,-1,두산
2019/9/10,LG,-1,-1,한화
2019/9/11,KT,-1,-1,삼성
2019/9/11,KIA,-1,-1,롯데
2019/9/11,키움,-1,-1,SK
2019/9/11,NC,-1,-1,두산
2019/9/11,LG,-1,-1,한화
2019/9/12,LG,-1,-1,키움
2019/9/12,한화,-1,-1,삼성
2019/9/12,SK,-1,-1,롯데
2019/9/12,KIA,-1,-1,두산
2019/9/12,NC,-1,-1,KT
2019/9/13,LG,-1,-1,키움
2019/9/13,한화,-1,-1,삼성
2019/9/13,SK,-1,-1,롯데
2019/9/13,KIA,-1,-1,두산
2019/9/13,NC,-1,-1,KT
